,videoId,publishedDate,title,videoUrl,description,channelId,channelTitle
0,B9rP1MdC_nw,2023-02-08T09:40:00Z,Panama 🇵🇦 Jungle में अकेला रह गया 😱।Part 02|Panama Jungle Full Video | America 🇺🇸 Donkey |,https://www.youtube.com/watch?v=B9rP1MdC_nw,Jai Mata Di America #usa     #usa #america #trending #reels #reelitfeelit #trend #explore #explorepage #usa     ...,UC1X4PBVhNsyavmtdy2XOZFA,Ankush Malik Vlogs
1,pKRsvAmfhCA,2022-07-21T04:33:48Z,Maxico Border June 2022 ||USA donkey ||India to USA #mexicoborder #usadonkey #panama,https://www.youtube.com/watch?v=pKRsvAmfhCA,"Hello Everyone, this is the latest update from Maxico - USA Border in this video .. Maxico border da haal Maxico USA donkey ...",UCdtvGeKuOZbut8QD1r15lAw,SELFSION 
2,SOm3vmHs43A,2022-09-14T12:33:31Z,Bail bond USA 🇺🇸 #usadonkey #mexicoborder #indiatousa #panama #usa #mexico #india #punjabi,https://www.youtube.com/watch?v=SOm3vmHs43A,"Hello Everyone, this is the latest update from Maxico - USA Border in this video .. Maxico border da haal Maxico USA donkey ...",UCdtvGeKuOZbut8QD1r15lAw,SELFSION 
3,Zg6CQaPEUuk,2023-02-07T04:30:17Z,USA 🇺🇸 DONKEY VIDEO || MEXICO BORDER CROSSING TO USA ENTER FULL VIDEO #usa #tranding,https://www.youtube.com/watch?v=Zg6CQaPEUuk,USA DONKEY VIDEO ||AMERICA CAMP || PANAMA JUNGEL DONKEY VIDEO DONKY VIDEO 02/02/2023 #shorts 2 ...,UCtLr-VlUjuxh4zUQA6pu_zg,2 Numbari USA Wala
4,vElXF3bwrfI,2022-07-24T06:16:17Z,PANAMA JUNGLE PART (1) FULL DETAIL ASHU ROR USA DONKEY 🇺🇸,https://www.youtube.com/watch?v=vElXF3bwrfI,PANAMA JUNGLE PART (1) FULL DETAIL ASHU ROR USA DONKEY instagram :- ashu_ror_22.,UCKw8osbjurLZYFcwYp7SD5A,ASHU ROR
5,EMTPOGskvEU,2023-02-05T18:41:42Z,Punama jungle 😭😭😭😱😱😱#haryanaale #india #donkey #usa #donkey #jind #panama #,https://www.youtube.com/watch?v=EMTPOGskvEU,Insta= honeymaan05 Insta=rishideswal USA में काम क्यों नहीं मिल रहा कैसे मिलेगा ...,UCbxP5ppeghypksQtdbMSzog,Deswal & Maan
6,R75AhrJvE1s,2022-12-22T23:58:42Z,🇮🇳 India se America 🇺🇸 Panama jungle,https://www.youtube.com/watch?v=R75AhrJvE1s,,UCO6pIFkW0-S9BzkeokU4zlQ,Indian Immigrants
7,zV2eJFA7VOk,2021-08-08T02:42:05Z,usa donkey Vedio /police chasing/by Panama jungle /subscribe for more more 🙏 Vedio 🇮🇳🛫🇨🇦,https://www.youtube.com/watch?v=zV2eJFA7VOk,,UCdYf6_seMGE6J3mPlfTcSHw,Dream Canada🍁
8,nbU-Mo-l32E,2022-12-29T04:00:12Z,USA DONKEY 🇺🇲 VIDEO || PANAMA JUNGEL MAFIA MILA 🥷🥷 || Part- 4 पनामा जंगल डोंकी वीडियो ! #tranding,https://www.youtube.com/watch?v=nbU-Mo-l32E,USA DONKEY VIDEO || PANAMA JUNGEL DONKEY VIDEO || Part- 4 पनामा जंगल डोंकी वीडियो !,UCtLr-VlUjuxh4zUQA6pu_zg,2 Numbari USA Wala
9,kIYQX-5YstU,2022-01-30T22:30:22Z,My USA Donkey Panama Jungle,https://www.youtube.com/watch?v=kIYQX-5YstU,,UCDWiVwL46PR0QXac2FiqAIw,shaik majid
10,e_SFs5v-TXs,2022-05-13T15:56:50Z,Usa donkey wale🇱🇷🇱🇷 | America wale | #usadonkey #america #shorts,https://www.youtube.com/watch?v=e_SFs5v-TXs,,UCqmwrqXsVU9O0cNitUwV9aw,Pendu Bai
11,PswI9oN7NIA,2022-11-06T17:09:11Z,ILLEGAL USA MEXICO BORDER CROSSING | panama jungle donkey | india to usa donkey route | new donkey,https://www.youtube.com/watch?v=PswI9oN7NIA,ILLEGAL USA MEXICO BORDER CROSSING | panama jungle donkey | india to usa donkey route | new donkey ...,UCcrPBcOsaWnrl7naY8ZAvLQ,ihtisham plus ali
12,x-s0YoznGgU,2022-09-30T04:29:28Z,INDIA TO USA 🇺🇸 FULL DETAILS ASHU ROR || USA DONKEY MAI KAISE JATE HAI,https://www.youtube.com/watch?v=x-s0YoznGgU,INDIA TO USA FULL DETAILS ASHU ROR || USA DONKEY MAI KAISE JATE HAI Instagrams ...,UCKw8osbjurLZYFcwYp7SD5A,ASHU ROR
13,9VD1UB3Jinw,2022-11-01T06:45:40Z,#america #donkey #2numabri #2numabri #panama #2numabri #india #indvsusa,https://www.youtube.com/watch?v=9VD1UB3Jinw,,UCxe-tfucj4BB_4MxnoHd4Vw,2 number wale
14,SKYC65jzj5U,2022-09-22T10:45:53Z,PANAMA TO  USA  🇺🇸 DONKEY  |  ਪਨਾਮਾ ਤੋਂ ਅਮਰੀਕਾ,https://www.youtube.com/watch?v=SKYC65jzj5U,,UCs7MK0Oa2XUYudFCdQ_JUig,WORLD  VISA  UPDATE 1
15,WF4-GH6gT_k,2022-10-06T04:00:02Z,INDIA 🇮🇳 TO USA 🇺🇸 DONKEY || इंडिया से अमेरिका तक का सफ़र ASHU ROR,https://www.youtube.com/watch?v=WF4-GH6gT_k,INDIA TO USA DONKEY || इंडिया से अमेरिका तक का सफ़र ASHU ROR Instagrams ...,UCKw8osbjurLZYFcwYp7SD5A,ASHU ROR
16,_dME5eZ4dLQ,2022-10-04T19:39:10Z,USA  Donkey Route - America donky map | Panama jungle |,https://www.youtube.com/watch?v=_dME5eZ4dLQ,USA Donkey Route - America donky map | Panama jungle || mexico border crossing to usa...|| usa donkey 2022 || usa donkey ...,UCu44xaLCz6wnRT3gendMcUw,vinu lifestyle
17,hG84NMmT0-4,2022-06-26T03:30:19Z,america to donkey#america,https://www.youtube.com/watch?v=hG84NMmT0-4,,UCiIeedvGgFROJ0TxwBK-VNQ,supan farmer
18,pux309R_Ljo,2023-02-02T02:40:00Z,India 🇮🇳 To USA 🇺🇸 | Part 15 | पनामा जंगल में घुस गये 😱। Panama 🇵🇦 Jungle | Capurgana| USA,https://www.youtube.com/watch?v=pux309R_Ljo,Jai Mata Di America #usa     #usa #america #trending #reels #reelitfeelit #trend #explore #explorepage #usa     ...,UC1X4PBVhNsyavmtdy2XOZFA,Ankush Malik Vlogs
19,fbuFDw5Acg8,2022-12-29T04:00:19Z,India 🇮🇳 To USA 🇺🇸 | Part - 04 | जंगल में घुस गए 😈। America 🇺🇸Donkey | Donkey 2022| 2 Numbari,https://www.youtube.com/watch?v=fbuFDw5Acg8,Jai Mata Di America #usa     #usa #america #trending #reels #reelitfeelit #trend #explore #explorepage #usa     ...,UC1X4PBVhNsyavmtdy2XOZFA,Ankush Malik Vlogs
20,1D-ac4de6E8,2022-12-11T03:53:27Z,INDIA TO USA DONKEY ROUTE 🇺🇲 FULL USA DONKEY ROUTE DETAILS|| USA DONKEY MAI KAISE AATE HAI #donkey,https://www.youtube.com/watch?v=1D-ac4de6E8,INDIA TO USA DONKEY ROUTE FULL USA DONKEY ROUTE DETAILS || USA DONKEY MAI KAISE AATE HAI If you like ...,UCxe-tfucj4BB_4MxnoHd4Vw,2 number wale
21,34AzvUjc2ws,2022-01-19T06:44:08Z,Donki क्या होता हैं ? Story of Panama Jungle #panamajungle #americadunki #usamexicoborder #srkmovie,https://www.youtube.com/watch?v=34AzvUjc2ws,यह कहानी है पनामा के जंगलों की। जो जंगल पता नहीं कितने इंसानो को खा ...,UC-8Cd4G3WIpQX5wUCwhEmMQ,Incredible  Hindi
22,j0FgD3Kv_nc,2022-07-29T00:48:12Z,USA DONKEY 🇺🇸 MAI KYA SAMAN LEKER JAYE || PANAMA DONKEY MAI KYA KYA SAMAN CAHIYE,https://www.youtube.com/watch?v=j0FgD3Kv_nc,USA DONKEY MAI KYA SAMAN LEKER JAYE || PANAMA DONKEY MAI KYA KYA SAMAN CAHIYE instagram :- ashu_ror_22 ...,UCKw8osbjurLZYFcwYp7SD5A,ASHU ROR
23,RO-DJS9K4EU,2022-03-28T20:15:28Z,USA DONKEY PANAMA JUNGLE TO AMERICA zindagi Rahi to milenge America mein doston Bane rahiye sath,https://www.youtube.com/watch?v=RO-DJS9K4EU,dosto channel mere ko subscribe kar dena agar zindagi Rahi to America se jakar video upload karunga.,UC1PBQgkg2j-pQ711hU09ezw,World Desi tourist
24,9pjtR8jQGwA,2022-09-12T10:26:49Z,Asylum process🇺🇸 #usadonkey #mexicoborder #indiatousa #usa #mexico #panama #america #punjabi,https://www.youtube.com/watch?v=9pjtR8jQGwA,"Hello Everyone, this is the latest update from Maxico - USA Border in this video .. Maxico border da haal Maxico USA donkey ...",UCdtvGeKuOZbut8QD1r15lAw,SELFSION 
25,aEJLfeVz-xo,2018-07-25T18:23:50Z,AMERICA DONKEY MAP!!,https://www.youtube.com/watch?v=aEJLfeVz-xo,This is my video recorded with DU Recorder. It's easy to record your screen and livestream. Download link: Android: ...,UCvmEjuUKw3gbe8L38JhHQZQ,CLAIM TO BE THE ONE
26,jBHHZt08zNo,2022-03-11T05:43:22Z,"USA Donkey,😳(usa entry without Visa)#usadonkey #panama #usa #visa #imigration #europe#mexicoborder",https://www.youtube.com/watch?v=jBHHZt08zNo,,UCWnAVnRt-k2oTS3icJAXL6Q,Robin world
27,q-h09idPxg4,2019-09-10T09:21:50Z,USA donkey ( only msg for those people who wants to go usa by donkey)  not orignal video,https://www.youtube.com/watch?v=q-h09idPxg4,This video in not original but we gave a msg to those who try to usa by donkey.,UCdMrnq-veiudEoCoFvtPNxw,The Real Amit Narwal
28,VSPj51bioPc,2022-07-22T01:51:16Z,Usa Donkey wale🇺🇸/ America wale🇺🇸 / #usa #america #shorts,https://www.youtube.com/watch?v=VSPj51bioPc,,UCqmwrqXsVU9O0cNitUwV9aw,Pendu Bai
29,vMpQuHznKbI,2022-11-15T08:04:19Z,Usa donkey 2023 🇺🇲 | India to Usa Donkey 🇮🇳 #shorts,https://www.youtube.com/watch?v=vMpQuHznKbI,Usa donkey | India to Usa #shorts #shorts #indiatousa #usaborder #americadonkey #americatoindia #usadonkey ...,UCJ2YrlSSzLlLPpHLvlM4dUg,Donkey Update 2.0
30,z5IOgk7WB4g,2022-09-15T01:00:09Z,USA Donkey I india to  usa donkey I #shorts,https://www.youtube.com/watch?v=z5IOgk7WB4g,shorts #freevisaadvisor #usadonkey My other Youtube Channel for : Shorts Free Visa Videos : https://rb.gy/ibeh26 Travel ...,UC4mifYMs39uMhHSBeP64dCg,Free Visa Advisor
31,TDjEhhWMt5Q,2022-01-05T16:29:33Z,🇺🇸usa donkey video 2022,https://www.youtube.com/watch?v=TDjEhhWMt5Q,,UC_VSIyPfBJgOKcgryJqx2Yw,usa_donkey_wale37
32,8on2Be9xQ_w,2021-05-04T05:53:20Z,USA : Mexico Donkey From India To America • 2021,https://www.youtube.com/watch?v=8on2Be9xQ_w,,UC-bUlL5QocVco7q4XIHfIYw,Josn Lather
33,sAXSqXDKn34,2022-10-10T07:02:47Z,Panama to Usa Donkey 🇺🇲(Part 2) America Donkey 2022 #shorts,https://www.youtube.com/watch?v=sAXSqXDKn34,,UCJ2YrlSSzLlLPpHLvlM4dUg,Donkey Update 2.0
34,XYCrGentqJA,2022-09-28T14:26:25Z,USA Donkey || Panama Jungle Entery || Mexico border crossing || Haryana To usa Donkey ||,https://www.youtube.com/watch?v=XYCrGentqJA,Usa Donkey || Panama Jungle Entery || Mexico To USA border || America Donkey video in Hindi || mexico border crossing to usa.,UCu44xaLCz6wnRT3gendMcUw,vinu lifestyle
35,4fODIBVwUdw,2022-03-21T09:50:15Z,ਅਮਰੀਕਾ ਦੀ ਡੌਕੀ ਲਗਾਉਣ ਵਾਲਿਆਂ ਦਾ ਹਾਲ ਦੇਖੋ/ America di donkey lagon walya da haal dekho,https://www.youtube.com/watch?v=4fODIBVwUdw,American di donkey walya da haal dekho America di donkey lagon de punjabi punjabi in America by do number #viralvideo ...,UCE38TSDFHC_XWsq1_DKgohA,fateh talk
